seed,epsilon,delta,m,threshold,cal_coverage,cal_avg_size,test_coverage,test_avg_size,time_solve_threshold,avg_time_per_test
2,0.1,0.1,4,0.75,0.9541984732824428,8.458015267175572,0.9847328244274809,9.183206106870228,8075.9746966362,0.757792491039247
2,0.2,0.1,4,0.6,0.8702290076335878,4.206106870229007,0.916030534351145,4.687022900763359,8212.084275722504,0.36921235987248313
2,0.2,0.01,4,0.65,0.8854961832061069,5.0534351145038165,0.9618320610687023,5.709923664122138,8473.764648199081,0.337602682696044
2,0.1,0.01,4,0.8,0.9694656488549618,11.312977099236642,0.9923664122137404,12.259541984732824,8362.251585006714,1.2732189921022372
2,0.1,0.001,4,0.85,0.9847328244274809,15.48091603053435,0.9923664122137404,16.16793893129771,8169.468117237091,2.7634044312338792
2,0.4,0.01,2,0.75,0.7022900763358778,15.49618320610687,0.8015267175572519,15.49618320610687,8191.533389568329,3.009683190411284
2,0.05,0.1,4,0.85,0.9847328244274809,15.48091603053435,0.9923664122137404,16.16793893129771,8254.564215660095,2.6304834107406267
2,0.2,0.001,4,0.7,0.9236641221374046,6.442748091603053,0.9770992366412213,7.076335877862595,8569.580856084824,0.7493735761132859
2,0.4,0.01,4,0.45,0.732824427480916,2.564885496183206,0.8396946564885496,2.7557251908396947,9008.073383569717,0.45338937526440803
2,0.2,0.001,2,0.85,0.9465648854961832,24.442748091603054,0.9770992366412213,24.35114503816794,8550.65277171135,5.839120555470008
2,0.05,0.1,2,0.95,0.9847328244274809,35.57251908396947,0.9923664122137404,35.93129770992366,9029.30051279068,5.835464663177956
2,0.1,0.001,2,0.95,0.9847328244274809,35.57251908396947,0.9923664122137404,35.93129770992366,9024.799223661423,5.952112954991464
2,0.2,0.01,2,0.85,0.9465648854961832,24.442748091603054,0.9770992366412213,24.35114503816794,9616.234445810318,5.819707131567802
2,0.1,0.01,2,0.9,0.9694656488549618,29.64885496183206,0.9847328244274809,29.717557251908396,9858.07144856453,5.004905937282183
2,0.1,0.1,2,0.85,0.9465648854961832,24.442748091603054,0.9770992366412213,24.35114503816794,10243.998911857605,4.600604827167424
2,0.2,0.1,2,0.85,0.9465648854961832,24.442748091603054,0.9770992366412213,24.35114503816794,10487.397343158722,4.049561151111399
2,0.4,0.1,2,0.65,0.7022900763358778,10.877862595419847,0.7862595419847328,10.793893129770993,11485.83693432808,1.4453144710482533
42,0.05,0.001,1,1,1.0,51.0,1.0,51.0,226.1011574268341,0.6240153221683647
42,0.05,0.001,8,1,1.0,51.0,1.0,51.0,433.44072103500366,0.778276843879059
42,0.05,0.1,8,0.995,0.9923664122137404,35.595419847328245,1.0,36.3587786259542,477.0570139884949,0.9074153354149739
42,0.05,0.001,4,1,1.0,51.0,1.0,51.0,478.58201789855957,0.7789410034208807
42,0.05,0.001,2,1,1.0,51.0,1.0,51.0,667.6563074588776,0.85992627289459
42,0.05,0.01,1,0.95,0.9923664122137404,43.74809160305343,1.0,43.56488549618321,834.8952586650848,0.8793963257593053
42,0.2,0.001,1,0.9,0.9083969465648855,37.83206106870229,0.9389312977099237,37.89312977099237,984.851316690445,0.9825444712893654
42,0.1,0.001,8,0.75,0.9770992366412213,7.068702290076335,0.9770992366412213,7.534351145038168,1072.664082288742,0.34566303427892786
42,0.2,0.1,1,0.9,0.9083969465648855,37.83206106870229,0.9389312977099237,37.89312977099237,992.2151324748993,0.9832791918106661
42,0.1,0.001,1,0.95,0.9923664122137404,43.74809160305343,1.0,43.56488549618321,1033.9996483325958,1.1358846744508233
42,0.1,0.01,8,0.7,0.9618320610687023,5.847328244274809,0.9541984732824428,6.129770992366412,1162.5567417144775,0.36827740778449836
42,0.05,0.1,2,0.999,0.9923664122137404,43.6793893129771,1.0,44.3587786259542,1043.7211728096008,2.2978658603347895
42,0.05,0.01,8,0.995,0.9923664122137404,35.595419847328245,1.0,36.3587786259542,1039.7508294582367,2.292025766299881
42,0.2,0.001,8,0.65,0.9541984732824428,4.900763358778626,0.9236641221374046,5.1603053435114505,1502.1901969909668,0.4009425949504357
42,0.4,0.001,8,0.45,0.7786259541984732,2.595419847328244,0.8091603053435115,2.7022900763358777,1520.6972534656525,0.3262752467439375
42,0.4,0.01,1,0.85,0.816793893129771,32.88549618320611,0.8473282442748091,32.38931297709924,1414.3587729930878,1.214026818748649
42,0.4,0.1,1,0.7,0.6641221374045801,21.33587786259542,0.7404580152671756,20.893129770992367,1736.268658876419,1.1014140289248402
42,0.1,0.01,1,0.95,0.9923664122137404,43.74809160305343,1.0,43.56488549618321,1910.0814814567566,1.8567331437846177
42,0.1,0.1,1,0.95,0.9923664122137404,43.74809160305343,1.0,43.56488549618321,1934.2992351055145,1.7128699972429349
42,0.05,0.1,1,0.95,0.9923664122137404,43.74809160305343,1.0,43.56488549618321,1936.438981294632,1.7719760559897386
42,0.05,0.01,2,0.999,0.9923664122137404,43.6793893129771,1.0,44.3587786259542,1732.8629939556122,3.539890899003007
42,0.05,0.1,4,0.995,0.9923664122137404,36.80916030534351,1.0,37.58015267175573,1832.7562663555145,3.336086546191732
42,0.05,0.01,4,0.995,0.9923664122137404,36.80916030534351,1.0,37.58015267175573,1851.4372305870056,3.3048475207263275
42,0.2,0.01,1,0.9,0.9083969465648855,37.83206106870229,0.9389312977099237,37.89312977099237,2293.239951133728,1.3465388967790677
42,0.2,0.001,4,0.65,0.9236641221374046,5.213740458015267,0.916030534351145,5.549618320610687,2556.633583545685,0.35584000230745505
42,0.1,0.1,8,0.65,0.9541984732824428,4.900763358778626,0.9236641221374046,5.1603053435114505,2603.4226162433624,0.4883263456912441
42,0.1,0.1,4,0.7,0.9465648854961832,6.526717557251908,0.9618320610687023,6.99236641221374,2628.111767053604,0.5622724576760795
42,0.4,0.001,1,0.85,0.816793893129771,32.88549618320611,0.8473282442748091,32.38931297709924,2523.490900039673,1.4181792208256612
42,0.2,0.01,8,0.6,0.8931297709923665,4.145038167938932,0.9312977099236641,4.374045801526718,2678.852094888687,0.4633531989032076
42,0.2,0.1,8,0.5,0.8625954198473282,3.0076335877862594,0.8320610687022901,3.16793893129771,2819.1966710090637,0.2778181028730087
42,0.4,0.1,8,0.45,0.7786259541984732,2.595419847328244,0.8091603053435115,2.7022900763358777,2887.6355097293854,0.2740483120197558
42,0.4,0.01,8,0.45,0.7786259541984732,2.595419847328244,0.8091603053435115,2.7022900763358777,2948.4970943927765,0.36363802975370685
42,0.2,0.1,4,0.6,0.8931297709923665,4.33587786259542,0.9236641221374046,4.557251908396947,3099.3899080753326,0.31192010777597207
42,0.4,0.001,4,0.45,0.7557251908396947,2.6030534351145036,0.7862595419847328,2.717557251908397,3211.4936423301697,0.4730493075975025
42,0.1,0.001,4,0.85,0.9770992366412213,15.526717557251908,0.9923664122137404,16.12213740458015,3389.0476820468903,2.3724105885920634
42,0.1,0.01,2,0.95,0.9847328244274809,35.70992366412214,1.0,35.79389312977099,2965.7857439517975,5.6998482132686
42,0.2,0.01,4,0.6,0.8931297709923665,4.33587786259542,0.9236641221374046,4.557251908396947,3752.036447286606,0.33030612596118725
42,0.1,0.01,4,0.8,0.9618320610687023,11.465648854961833,0.9923664122137404,12.106870229007633,3873.535427570343,1.3901514151624141
42,0.4,0.01,4,0.45,0.7557251908396947,2.6030534351145036,0.7862595419847328,2.717557251908397,4387.987043142319,0.3149489155252471
42,0.4,0.1,4,0.4,0.6641221374045801,2.183206106870229,0.7404580152671756,2.2900763358778624,4482.559007406235,0.3180914143569597
42,0.2,0.01,2,0.85,0.9389312977099237,24.389312977099237,0.9847328244274809,24.404580152671755,3977.346783876419,4.80796060853332
42,0.2,0.001,2,0.85,0.9389312977099237,24.389312977099237,0.9847328244274809,24.404580152671755,3982.215444087982,4.776186502616824
42,0.1,0.001,2,0.95,0.9847328244274809,35.70992366412214,1.0,35.79389312977099,4551.880734682083,5.818537755776908
42,0.2,0.1,2,0.85,0.9389312977099237,24.389312977099237,0.9847328244274809,24.404580152671755,5303.315244674683,4.35303373009194
42,0.1,0.1,2,0.85,0.9389312977099237,24.389312977099237,0.9847328244274809,24.404580152671755,5584.253683805466,4.083117494146332
42,0.4,0.001,2,0.8,0.8091603053435115,19.52671755725191,0.9007633587786259,19.709923664122137,5943.121991157532,3.2310011022873506
42,0.4,0.01,2,0.75,0.7022900763358778,15.50381679389313,0.8091603053435115,15.488549618320612,6260.065315961838,2.1159434591540855
42,0.4,0.1,2,0.6,0.6641221374045801,7.7251908396946565,0.7633587786259542,7.603053435114504,6715.28506565094,0.7976555696880544
123,0.05,0.01,8,0.8,0.9923664122137404,8.793893129770993,0.9770992366412213,9.374045801526718,1108.8469529151917,0.5319555843149433
123,0.1,0.001,1,0.95,1.0,43.48854961832061,0.9923664122137404,43.82442748091603,838.0489184856415,2.7257552419909996
123,0.05,0.1,8,0.75,0.9847328244274809,7.038167938931298,0.9694656488549618,7.564885496183206,1199.6012144088745,0.5081886062185272
123,0.2,0.1,1,0.9,0.9083969465648855,37.88549618320611,0.9389312977099237,37.83969465648855,1189.908144235611,1.6210391139256135
123,0.2,0.01,1,0.9,0.9083969465648855,37.88549618320611,0.9389312977099237,37.83969465648855,1208.7549209594727,1.63173164666154
123,0.4,0.01,1,0.8,0.7480916030534351,26.450381679389313,0.7251908396946565,26.396946564885496,1754.9431574344635,1.9213581194404428
123,0.4,0.1,8,0.4,0.6793893129770993,2.1374045801526718,0.7633587786259542,2.3282442748091605,2275.1563980579376,0.5242285473656109
123,0.05,0.1,1,0.95,1.0,43.48854961832061,0.9923664122137404,43.82442748091603,2150.774032831192,2.6705613973486515
123,0.1,0.01,1,0.95,1.0,43.48854961832061,0.9923664122137404,43.82442748091603,2191.9577395915985,2.5765555723932865
123,0.05,0.001,1,0.95,1.0,43.48854961832061,0.9923664122137404,43.82442748091603,2190.492775440216,2.607059402320221
123,0.05,0.001,8,0.85,1.0,11.442748091603054,0.9770992366412213,12.061068702290076,2364.9976177215576,1.3676939101619574
123,0.1,0.1,1,0.95,1.0,43.48854961832061,0.9923664122137404,43.82442748091603,2195.162734270096,2.637082092634594
123,0.05,0.01,1,0.95,1.0,43.48854961832061,0.9923664122137404,43.82442748091603,2187.2556002140045,2.68721466756049
123,0.2,0.001,1,0.9,0.9083969465648855,37.88549618320611,0.9389312977099237,37.83969465648855,2590.5223240852356,2.6160668471387325
123,0.1,0.001,8,0.75,0.9847328244274809,7.038167938931298,0.9694656488549618,7.564885496183206,2854.847647190094,1.02946667270806
123,0.05,0.01,4,0.85,1.0,15.648854961832061,0.9770992366412213,16.0,3050.5405168533325,2.2762202324758047
123,0.1,0.01,8,0.65,0.9618320610687023,4.824427480916031,0.9236641221374046,5.236641221374046,3220.6724231243134,1.0193410210937035
123,0.1,0.1,8,0.65,0.9618320610687023,4.824427480916031,0.9236641221374046,5.236641221374046,3239.161549091339,1.0278086589492914
123,0.2,0.1,4,0.6,0.9083969465648855,4.312977099236641,0.8931297709923665,4.580152671755725,3470.2842452526093,0.31885138904775373
123,0.2,0.01,8,0.6,0.916030534351145,4.145038167938932,0.9236641221374046,4.374045801526718,3370.181372642517,1.0069660576245256
123,0.2,0.001,8,0.6,0.916030534351145,4.145038167938932,0.9236641221374046,4.374045801526718,3395.695499897003,1.0328724111309489
123,0.2,0.1,8,0.6,0.916030534351145,4.145038167938932,0.9236641221374046,4.374045801526718,3424.1425936222076,1.086476662686763
123,0.05,0.001,4,0.85,1.0,15.648854961832061,0.9770992366412213,16.0,3386.152709722519,2.6695455685826657
123,0.1,0.01,4,0.7,0.9618320610687023,6.465648854961832,0.9312977099236641,7.0534351145038165,3781.088146686554,0.5689185521074833
123,0.2,0.001,4,0.6,0.9083969465648855,4.312977099236641,0.8931297709923665,4.580152671755725,3927.6419723033905,0.3430826008774852
123,0.4,0.001,1,0.8,0.7480916030534351,26.450381679389313,0.7251908396946565,26.396946564885496,3666.5787534713745,2.8079447072880868
123,0.4,0.001,8,0.45,0.7480916030534351,2.564885496183206,0.8015267175572519,2.732824427480916,4080.9256432056427,0.8054188699212693
123,0.4,0.01,8,0.45,0.7480916030534351,2.564885496183206,0.8015267175572519,2.732824427480916,4102.1953802108765,0.8248772730354135
123,0.05,0.001,2,0.95,1.0,35.52671755725191,0.9847328244274809,35.97709923664122,3706.3280007839203,5.5891777013094375
123,0.4,0.1,1,0.65,0.6946564885496184,18.740458015267176,0.6870229007633588,18.862595419847327,4976.000710010529,3.2587581408842827
123,0.05,0.01,2,0.9,0.9923664122137404,29.770992366412212,0.9618320610687023,29.595419847328245,4836.395634889603,6.547682773065931
123,0.1,0.01,2,0.85,0.9770992366412213,24.17557251908397,0.9465648854961832,24.61832061068702,5164.699076414108,6.583264243511754
123,0.1,0.1,2,0.85,0.9770992366412213,24.17557251908397,0.9465648854961832,24.61832061068702,5639.935034751892,5.539546285876791
123,0.05,0.1,4,0.75,0.9923664122137404,8.48091603053435,0.9465648854961832,9.16030534351145,6406.458214044571,1.1367081558431378
123,0.1,0.001,4,0.75,0.9923664122137404,8.48091603053435,0.9465648854961832,9.16030534351145,6404.611471891403,1.1555025195347444
123,0.1,0.1,4,0.65,0.9389312977099237,5.099236641221374,0.9083969465648855,5.66412213740458,6629.892307043076,0.5454562056155605
123,0.2,0.01,4,0.6,0.9083969465648855,4.312977099236641,0.8931297709923665,4.580152671755725,6686.682292699814,0.432364780484265
123,0.4,0.001,4,0.5,0.8091603053435115,3.0,0.8396946564885496,3.2519083969465647,6898.577467918396,0.45242347790084725
123,0.4,0.01,4,0.45,0.732824427480916,2.5801526717557253,0.7786259541984732,2.7404580152671754,6930.0138256549835,0.45779026919648846
123,0.4,0.1,4,0.4,0.6793893129770993,2.145038167938931,0.7633587786259542,2.3282442748091605,7027.522917032242,0.4916010048553234
123,0.05,0.1,2,0.9,0.9923664122137404,29.770992366412212,0.9618320610687023,29.595419847328245,6352.379456520081,6.733767145462618
123,0.2,0.001,2,0.85,0.9770992366412213,24.17557251908397,0.9465648854961832,24.61832061068702,8847.069004297256,15.958614351185224
123,0.1,0.001,2,0.85,0.9770992366412213,24.17557251908397,0.9465648854961832,24.61832061068702,8909.887338876724,17.29230714572295
123,0.2,0.01,2,0.8,0.8854961832061069,19.65648854961832,0.8396946564885496,19.580152671755727,9540.102197885513,19.11387550193845
123,0.4,0.001,2,0.75,0.7404580152671756,15.435114503816793,0.7709923664122137,15.557251908396946,11319.304720878601,12.55051266328069
123,0.4,0.01,2,0.65,0.732824427480916,10.679389312977099,0.7633587786259542,10.992366412213741,13218.283935546875,6.607453719350218
123,0.2,0.1,2,0.8,0.8854961832061069,19.65648854961832,0.8396946564885496,19.580152671755727,16746.172605991364,19.08675793473047
123,0.4,0.1,2,0.55,0.6793893129770993,5.229007633587786,0.7099236641221374,5.709923664122138,21606.69016957283,2.5633470011121444
516,0.1,0.01,1,0.95,1.0,43.282442748091604,0.9923664122137404,44.030534351145036,905.7994618415833,0.9855066838155266
516,0.1,0.001,1,0.95,1.0,43.282442748091604,0.9923664122137404,44.030534351145036,914.1557734012604,0.9888137933862118
516,0.1,0.001,8,0.8,0.9847328244274809,9.236641221374045,0.9847328244274809,8.931297709923664,1143.2396442890167,0.4094505655856533
516,0.2,0.001,1,0.9,0.9389312977099237,37.603053435114504,0.8931297709923665,38.12213740458015,1101.4498255252838,0.9636430103360242
516,0.1,0.01,8,0.75,0.9694656488549618,7.450381679389313,0.9847328244274809,7.152671755725191,1214.294452905655,0.342737962271421
516,0.4,0.001,1,0.8,0.7404580152671756,26.137404580152673,0.7251908396946565,26.709923664122137,1425.583764076233,1.0846741854689503
516,0.4,0.001,8,0.45,0.7938931297709924,2.7022900763358777,0.8091603053435115,2.595419847328244,1737.6998226642609,0.4055840750686995
516,0.4,0.1,8,0.4,0.6946564885496184,2.2595419847328246,0.7175572519083969,2.2061068702290076,1795.8718211650848,0.3760108347157486
516,0.1,0.01,4,0.75,0.9770992366412213,8.83969465648855,0.9618320610687023,8.801526717557252,2880.9928023815155,0.7595381663955805
516,0.05,0.001,8,0.99,1.0,33.02290076335878,0.9847328244274809,33.05343511450382,3297.244290828705,3.6190183836085197
516,0.4,0.1,1,0.65,0.6946564885496184,18.603053435114504,0.6946564885496184,19.0,4176.476063013077,2.2557365275521315
516,0.1,0.1,2,0.85,0.9770992366412213,24.022900763358777,0.9618320610687023,24.770992366412212,4595.199011802673,5.6261043584983765
516,0.05,0.1,1,0.95,1.0,43.282442748091604,0.9923664122137404,44.030534351145036,4606.2488968372345,4.73685166489987
516,0.05,0.001,2,0.999,1.0,43.900763358778626,0.9923664122137404,44.13740458015267,4142.16965007782,9.23127329986514
516,0.05,0.01,1,0.95,1.0,43.282442748091604,0.9923664122137404,44.030534351145036,4960.289252758026,3.7480657664874126
516,0.05,0.001,1,0.95,1.0,43.282442748091604,0.9923664122137404,44.030534351145036,4784.82527422905,4.866954017231483
516,0.2,0.1,2,0.8,0.8778625954198473,19.3206106870229,0.8549618320610687,19.916030534351144,5089.6843502521515,4.110851091282968
516,0.05,0.001,4,0.995,1.0,37.0763358778626,0.9923664122137404,37.31297709923664,4460.915568828583,8.33800387928504
516,0.05,0.1,8,0.8,0.9847328244274809,9.236641221374045,0.9847328244274809,8.931297709923664,5343.579141139984,1.7290977212308927
516,0.05,0.01,8,0.85,0.9923664122137404,11.961832061068701,0.9847328244274809,11.541984732824428,5290.101078748703,2.250685427935069
516,0.2,0.01,1,0.9,0.9389312977099237,37.603053435114504,0.8931297709923665,38.12213740458015,5688.458264350891,4.576799258020998
516,0.1,0.1,1,0.9,0.9389312977099237,37.603053435114504,0.8931297709923665,38.12213740458015,5657.845124721527,4.748574941212894
516,0.1,0.1,8,0.7,0.9389312977099237,6.122137404580153,0.9847328244274809,5.854961832061068,6769.15087556839,1.697503006185284
516,0.2,0.1,1,0.85,0.8625954198473282,32.229007633587784,0.8015267175572519,33.045801526717554,6419.737186431885,5.147821502831146
516,0.2,0.01,8,0.6,0.8931297709923665,4.358778625954199,0.9236641221374046,4.1603053435114505,6915.826112031937,1.6228337306102723
516,0.2,0.001,8,0.65,0.9312977099236641,5.122137404580153,0.9541984732824428,4.938931297709924,7017.965070009232,1.4886300891410305
516,0.2,0.1,8,0.55,0.8702290076335878,3.6717557251908395,0.8854961832061069,3.50381679389313,7021.638803243637,1.485302046055102
516,0.2,0.01,4,0.6,0.9007633587786259,4.541984732824427,0.8931297709923665,4.351145038167939,7534.159829378128,0.6761660575866699
516,0.4,0.01,8,0.45,0.7938931297709924,2.7022900763358777,0.8091603053435115,2.595419847328244,7889.152520656586,1.2567027397738157
516,0.2,0.001,2,0.85,0.9770992366412213,24.022900763358777,0.9618320610687023,24.770992366412212,7275.076733589172,12.92748666355628
516,0.4,0.01,1,0.7,0.7099236641221374,20.893129770992367,0.6946564885496184,21.33587786259542,9154.663720369339,4.794075378024851
516,0.2,0.1,4,0.6,0.9007633587786259,4.541984732824427,0.8931297709923665,4.351145038167939,10803.42948436737,0.44975132432602744
516,0.4,0.001,4,0.45,0.7938931297709924,2.7251908396946565,0.7786259541984732,2.595419847328244,11118.616627931595,0.883521698813402
516,0.4,0.1,4,0.4,0.7022900763358778,2.267175572519084,0.7251908396946565,2.2061068702290076,11242.202916383743,0.8105745643149805
516,0.05,0.01,4,0.85,0.9923664122137404,15.732824427480915,0.9770992366412213,15.916030534351146,10481.47312283516,8.68067403968054
516,0.05,0.1,4,0.85,0.9923664122137404,15.732824427480915,0.9770992366412213,15.916030534351146,10659.357101678848,8.659579766615657
516,0.1,0.001,4,0.75,0.9770992366412213,8.83969465648855,0.9618320610687023,8.801526717557252,11550.542205095291,2.7477676577240455
516,0.1,0.1,4,0.7,0.9389312977099237,6.809160305343512,0.9465648854961832,6.709923664122138,11709.955251455307,1.7550043422757213
516,0.4,0.01,4,0.4,0.7022900763358778,2.267175572519084,0.7251908396946565,2.2061068702290076,11791.329768896103,1.6669353201189114
516,0.2,0.001,4,0.65,0.9236641221374046,5.473282442748092,0.9236641221374046,5.290076335877862,11991.692695379257,1.199444221176264
516,0.4,0.1,2,0.55,0.6946564885496184,5.3816793893129775,0.7022900763358778,5.557251908396947,13370.476195335388,2.8014708275103386
516,0.05,0.1,2,0.95,0.9923664122137404,35.38931297709924,0.9923664122137404,36.11450381679389,13309.504351615906,17.516506657345605
516,0.05,0.01,2,0.95,0.9923664122137404,35.38931297709924,0.9923664122137404,36.11450381679389,13510.895444869995,17.705284027652887
516,0.1,0.001,2,0.85,0.9770992366412213,24.022900763358777,0.9618320610687023,24.770992366412212,14975.894706487656,14.483639212965056
516,0.4,0.01,2,0.6,0.7251908396946565,7.603053435114504,0.7022900763358778,7.7251908396946565,18017.386456489563,3.3196325465923047
516,0.4,0.001,2,0.65,0.7480916030534351,10.748091603053435,0.7480916030534351,10.923664122137405,17777.398840904236,5.504864994806188
516,0.2,0.01,2,0.85,0.9770992366412213,24.022900763358777,0.9618320610687023,24.770992366412212,17354.67408466339,16.30555514342912
516,0.1,0.01,2,0.85,0.9770992366412213,24.022900763358777,0.9618320610687023,24.770992366412212,17392.55487895012,16.650026235871643
2024,0.05,0.001,1,1,1.0,51.0,1.0,51.0,765.2049775123596,1.812030684856968
2024,0.05,0.001,8,1,1.0,51.0,1.0,51.0,1065.9383645057678,1.7745634544896716
2024,0.2,0.001,1,0.95,0.9923664122137404,43.916030534351144,1.0,43.396946564885496,1358.2907412052155,1.252726869728729
2024,0.05,0.1,1,0.95,0.9923664122137404,43.916030534351144,1.0,43.396946564885496,1364.2188487052917,1.2231558006228382
2024,0.05,0.001,4,1,1.0,51.0,1.0,51.0,1242.419718503952,1.6738291751337415
2024,0.05,0.001,2,1,1.0,51.0,1.0,51.0,1610.932455778122,1.6239741103339742
2024,0.4,0.001,1,0.85,0.7938931297709924,33.05343511450382,0.8702290076335878,32.221374045801525,1814.109432220459,1.282063289453055
2024,0.05,0.01,8,0.995,0.9923664122137404,35.900763358778626,1.0,36.05343511450382,2350.994476556778,4.252354543627673
2024,0.1,0.01,8,0.75,0.9770992366412213,7.534351145038168,0.9694656488549618,7.068702290076335,3338.606731891632,0.6382598876953125
2024,0.1,0.001,4,0.8,0.9770992366412213,12.129770992366412,0.9770992366412213,11.442748091603054,4048.7810504436493,1.3257390779393319
2024,0.4,0.1,4,0.4,0.6946564885496184,2.3893129770992365,0.6946564885496184,2.0839694656488548,4336.603289365768,0.3121561239693911
2024,0.05,0.01,2,0.999,0.9923664122137404,43.916030534351144,1.0,44.12213740458015,3599.552404642105,8.88979701595452
2024,0.05,0.01,4,0.995,0.9923664122137404,37.152671755725194,1.0,37.23664122137404,3738.8135294914246,8.731025375482691
2024,0.1,0.1,1,0.95,0.9923664122137404,43.916030534351144,1.0,43.396946564885496,4291.110356092453,4.594063478571768
2024,0.1,0.01,1,0.95,0.9923664122137404,43.916030534351144,1.0,43.396946564885496,4312.542580842972,4.602782422349653
2024,0.05,0.01,1,0.95,0.9923664122137404,43.916030534351144,1.0,43.396946564885496,4350.392214298248,4.515995615311251
2024,0.1,0.001,1,0.95,0.9923664122137404,43.916030534351144,1.0,43.396946564885496,4356.6502776145935,4.732683232722391
2024,0.1,0.001,8,0.75,0.9770992366412213,7.534351145038168,0.9694656488549618,7.068702290076335,4819.876631259918,1.6456128185941974
2024,0.05,0.1,8,0.8,0.9847328244274809,9.396946564885496,0.9847328244274809,8.770992366412214,4863.577981472015,2.030573586471208
2024,0.2,0.01,8,0.6,0.9007633587786259,4.480916030534351,0.9312977099236641,4.038167938931298,5144.317479610443,0.6787731447292649
2024,0.2,0.01,1,0.9,0.9007633587786259,38.16030534351145,0.9465648854961832,37.56488549618321,5046.234048128128,5.544853290528741
2024,0.1,0.1,8,0.7,0.9465648854961832,6.198473282442748,0.9618320610687023,5.778625954198473,5649.752702474594,1.8154839450166425
