seed,epsilon,delta,m,threshold,test_covered,test_size,test_coverage,test_avg_size
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,8,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,1,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,4,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.001,2,1,1,51,1.0,51.0
2,0.05,0.01,8,0.99,1,30,0.9923664122137404,33.80916030534351
2,0.05,0.01,8,0.99,1,39,0.9923664122137404,33.80916030534351
2,0.05,0.01,8,0.99,1,33,0.9923664122137404,33.80916030534351
2,0.05,0.01,8,0.99,1,32,0.9923664122137404,33.80916030534351
2,0.05,0.01,8,0.99,1,29,0.9923664122137404,33.80916030534351
2,0.05,0.01,8,0.99,1,39,0.9923664122137404,33.80916030534351
2,0.05,0.01,8,0.99,1,34,0.9923664122137404,33.80916030534351
2,0.05,0.01,8,0.99,1,34,0.9923664122137404,33.80916030534351
