seed,epsilon,delta,m,threshold,test_covered,test_size,test_coverage,test_avg_size
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,39,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,45,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,39,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,43,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,44,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,43,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,42,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,45,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,48,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,48,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,51,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,45,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,43,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,44,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,47,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,43,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,49,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,47,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,42,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,47,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,42,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,47,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,42,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,43,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,44,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,42,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,47,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,42,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,42,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,47,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,42,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,45,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,41,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,46,1.0,43.86259541984733
2,0.05,-1,1,0.95,1,40,1.0,43.86259541984733
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,13,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,3,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,14,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,15,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,13,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,3,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,3,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,12,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,0,13,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,13,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,3,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,0,13,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,3,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,3,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,14,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,13,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,12,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,8,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,12,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,9,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,13,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,10,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,3,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,4,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,11,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,12,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,7,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,5,0.9847328244274809,7.603053435114504
2,0.05,-1,8,0.75,1,6,0.9847328244274809,7.603053435114504
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,32,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,30,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,39,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,39,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,42,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,31,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,39,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,32,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,39,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,48,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,34,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,47,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,42,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,43,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,39,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,47,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,32,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,28,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,32,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,32,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,34,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,33,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,34,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,33,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,42,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,47,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,39,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,39,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,32,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,32,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,42,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,38,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,32,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,33,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,31,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,39,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,0,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,36,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,40,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,41,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,35,0.9312977099236641,37.9236641221374
2,0.1,-1,1,0.9,1,37,0.9312977099236641,37.9236641221374
2,0.4,-1,4,0.4,1,2,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,3,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,1,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,1,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,1,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,2,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,0,4,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,2,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,3,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,3,0.7786259541984732,2.3206106870229006
2,0.4,-1,4,0.4,1,2,0.7786259541984732,2.3206106870229006
